event,gender,age_group,min_age,max_age,value,points
Run,Female,17-21,17,21,1431.0,45
Run,Male,22-26,22,26,1349.0,45
Run,Female,22-26,22,26,1424.0,45
Run,Male,27-31,27,31,1349.0,45
Run,Female,27-31,27,31,1422.0,45
Run,Male,32-36,32,36,1349.0,45
Run,Female,32-36,32,36,1428.0,45
Run,Male,37-41,37,41,1360.0,45
Run,Female,37-41,37,41,1432.0,45
Run,Male,42-46,42,46,1381.0,45
Run,Female,42-46,42,46,1451.0,45
Run,Male,47-51,47,51,1404.0,45
Run,Female,47-51,47,51,1469.0,45
Run,Male,52-56,52,56,1429.0,45
Run,Female,52-56,52,56,1493.0,45
Run,Male,57-61,57,61,1445.0,45
Run,Female,57-61,57,61,1517.0,45
Run,Male,Over 62,62,100,1445.0,45
Run,Female,Over 62,62,100,1529.0,45
Run,Male,17-21,17,21,1351.0,44
Run,Female,17-21,17,21,1433.0,44
Run,Male,22-26,22,26,1351.0,44
Run,Female,22-26,22,26,1426.0,44
Run,Male,27-31,27,31,1351.0,44
Run,Female,27-31,27,31,1424.0,44
Run,Male,32-36,32,36,1351.0,44
Run,Female,32-36,32,36,1430.0,44
Run,Male,37-41,37,41,1362.0,44
Run,Female,37-41,37,41,1434.0,44
Run,Male,42-46,42,46,1383.0,44
Run,Female,42-46,42,46,1453.0,44
Run,Male,47-51,47,51,1406.0,44
Run,Female,47-51,47,51,1471.0,44
Run,Male,52-56,52,56,1431.0,44
Run,Female,52-56,52,56,1495.0,44
Run,Male,57-61,57,61,1447.0,44
Run,Female,57-61,57,61,1519.0,44
Run,Male,Over 62,62,100,1447.0,44
Run,Female,Over 62,62,100,1531.0,44
Run,Male,17-21,17,21,1353.0,43
Run,Female,17-21,17,21,1435.0,43
Run,Male,22-26,22,26,1353.0,43
Run,Female,22-26,22,26,1428.0,43
Run,Male,27-31,27,31,1353.0,43
Run,Female,27-31,27,31,1426.0,43
Run,Male,32-36,32,36,1353.0,43
Run,Female,32-36,32,36,1432.0,43
Run,Male,37-41,37,41,1364.0,43
Run,Female,37-41,37,41,1436.0,43
Run,Male,42-46,42,46,1385.0,43
Run,Female,42-46,42,46,1455.0,43
Run,Male,47-51,47,51,1408.0,43
Run,Female,47-51,47,51,1473.0,43
Run,Male,52-56,52,56,1433.0,43
Run,Female,52-56,52,56,1497.0,43
Run,Male,57-61,57,61,1449.0,43
Run,Female,57-61,57,61,1521.0,43
Run,Male,Over 62,62,100,1449.0,43
Run,Female,Over 62,62,100,1533.0,43
Run,Male,17-21,17,21,1355.0,42
Run,Female,17-21,17,21,1437.0,42
Run,Male,22-26,22,26,1355.0,42
Run,Female,22-26,22,26,1430.0,42
Run,Male,27-31,27,31,1355.0,42
Run,Female,27-31,27,31,1428.0,42
Run,Male,32-36,32,36,1355.0,42
Run,Female,32-36,32,36,1434.0,42
Run,Male,37-41,37,41,1366.0,42
Run,Female,37-41,37,41,1438.0,42
Run,Male,42-46,42,46,1387.0,42
Run,Female,42-46,42,46,1457.0,42
Run,Male,47-51,47,51,1410.0,42
Run,Female,47-51,47,51,1475.0,42
Run,Male,52-56,52,56,1435.0,42
Run,Female,52-56,52,56,1499.0,42
Run,Male,57-61,57,61,1451.0,42
Run,Female,57-61,57,61,1523.0,42
Run,Male,Over 62,62,100,1451.0,42
Run,Female,Over 62,62,100,1535.0,42
Run,Male,17-21,17,21,1357.0,41
Run,Female,17-21,17,21,1439.0,41
Run,Male,22-26,22,26,1357.0,41
Run,Female,22-26,22,26,1432.0,41
Run,Male,27-31,27,31,1357.0,41
Run,Female,27-31,27,31,1430.0,41
Run,Male,32-36,32,36,1357.0,41
Run,Female,32-36,32,36,1436.0,41
Run,Male,37-41,37,41,1368.0,41
Run,Female,37-41,37,41,1440.0,41
Run,Male,42-46,42,46,1389.0,41
Run,Female,42-46,42,46,1459.0,41
Run,Male,47-51,47,51,1412.0,41
Run,Female,47-51,47,51,1477.0,41
Run,Male,52-56,52,56,1437.0,41
Run,Female,52-56,52,56,1501.0,41
Run,Male,57-61,57,61,1453.0,41
Run,Female,57-61,57,61,1525.0,41
Run,Male,Over 62,62,100,1453.0,41
Run,Female,Over 62,62,100,1537.0,41
Run,Male,17-21,17,21,1359.0,40
Run,Female,17-21,17,21,1441.0,40
Run,Male,22-26,22,26,1359.0,40
Run,Female,22-26,22,26,1434.0,40
Run,Male,27-31,27,31,1359.0,40
Run,Female,27-31,27,31,1432.0,40
Run,Male,32-36,32,36,1359.0,40
Run,Female,32-36,32,36,1438.0,40
Run,Male,37-41,37,41,1370.0,40
Run,Female,37-41,37,41,1442.0,40
Run,Male,42-46,42,46,1391.0,40
Run,Female,42-46,42,46,1461.0,40
Run,Male,47-51,47,51,1414.0,40
Run,Female,47-51,47,51,1479.0,40
Run,Male,52-56,52,56,1439.0,40
Run,Female,52-56,52,56,1503.0,40
Run,Male,57-61,57,61,1455.0,40
Run,Female,57-61,57,61,1527.0,40
Run,Male,Over 62,62,100,1455.0,40
Run,Female,Over 62,62,100,1539.0,40
Run,Male,17-21,17,21,1361.0,39
Run,Female,17-21,17,21,1443.0,39
Run,Male,22-26,22,26,1361.0,39
Run,Female,22-26,22,26,1436.0,39
Run,Male,27-31,27,31,1361.0,39
Run,Female,27-31,27,31,1434.0,39
Run,Male,32-36,32,36,1361.0,39
Run,Female,32-36,32,36,1440.0,39
Run,Male,37-41,37,41,1372.0,39
Run,Female,37-41,37,41,1444.0,39
Run,Male,42-46,42,46,1393.0,39
Run,Female,42-46,42,46,1463.0,39
Run,Male,47-51,47,51,1416.0,39
Run,Female,47-51,47,51,1481.0,39
Run,Male,52-56,52,56,1441.0,39
Run,Female,52-56,52,56,1505.0,39
Run,Male,57-61,57,61,1457.0,39
Run,Female,57-61,57,61,1529.0,39
Run,Male,Over 62,62,100,1457.0,39
Run,Female,Over 62,62,100,1541.0,39
Run,Male,17-21,17,21,1363.0,38
Run,Female,17-21,17,21,1445.0,38
Run,Male,22-26,22,26,1363.0,38
Run,Female,22-26,22,26,1438.0,38
Run,Male,27-31,27,31,1363.0,38
Run,Female,27-31,27,31,1436.0,38
Run,Male,32-36,32,36,1363.0,38
Run,Female,32-36,32,36,1442.0,38
Run,Male,37-41,37,41,1374.0,38
Run,Female,37-41,37,41,1446.0,38
Run,Male,42-46,42,46,1395.0,38
Run,Female,42-46,42,46,1465.0,38
Run,Male,47-51,47,51,1418.0,38
Run,Female,47-51,47,51,1483.0,38
Run,Male,52-56,52,56,1443.0,38
Run,Female,52-56,52,56,1507.0,38
Run,Male,57-61,57,61,1459.0,38
Run,Female,57-61,57,61,1531.0,38
Run,Male,Over 62,62,100,1459.0,38
Run,Female,Over 62,62,100,1543.0,38
Run,Male,17-21,17,21,1365.0,37
Run,Female,17-21,17,21,1447.0,37
Run,Male,22-26,22,26,1365.0,37
Run,Female,22-26,22,26,1440.0,37
Run,Male,27-31,27,31,1365.0,37
Run,Female,27-31,27,31,1438.0,37
Run,Male,32-36,32,36,1365.0,37
Run,Female,32-36,32,36,1444.0,37
Run,Male,37-41,37,41,1376.0,37
Run,Female,37-41,37,41,1448.0,37
Run,Male,42-46,42,46,1397.0,37
Run,Female,42-46,42,46,1467.0,37
Run,Male,47-51,47,51,1420.0,37
Run,Female,47-51,47,51,1485.0,37
Run,Male,52-56,52,56,1445.0,37
Run,Female,52-56,52,56,1509.0,37
Run,Male,57-61,57,61,1461.0,37
Run,Female,57-61,57,61,1533.0,37
Run,Male,Over 62,62,100,1461.0,37
Run,Female,Over 62,62,100,1545.0,37
Run,Male,17-21,17,21,1367.0,36
Run,Female,17-21,17,21,1449.0,36
Run,Male,22-26,22,26,1367.0,36
Run,Female,22-26,22,26,1442.0,36
Run,Male,27-31,27,31,1367.0,36
Run,Female,27-31,27,31,1440.0,36
Run,Male,32-36,32,36,1367.0,36
Run,Female,32-36,32,36,1446.0,36
Run,Male,37-41,37,41,1378.0,36
Run,Female,37-41,37,41,1450.0,36
Run,Male,42-46,42,46,1399.0,36
Run,Female,42-46,42,46,1469.0,36
Run,Male,47-51,47,51,1422.0,36
Run,Female,47-51,47,51,1487.0,36
Run,Male,52-56,52,56,1447.0,36
Run,Female,52-56,52,56,1511.0,36
Run,Male,57-61,57,61,1463.0,36
Run,Female,57-61,57,61,1535.0,36
Run,Male,Over 62,62,100,1463.0,36
Run,Female,Over 62,62,100,1547.0,36
Run,Male,17-21,17,21,1369.0,35
Run,Female,17-21,17,21,1451.0,35
Run,Male,22-26,22,26,1369.0,35
Run,Female,22-26,22,26,1444.0,35
Run,Male,27-31,27,31,1369.0,35
Run,Female,27-31,27,31,1442.0,35
Run,Male,32-36,32,36,1369.0,35
Run,Female,32-36,32,36,1448.0,35
Run,Male,37-41,37,41,1380.0,35
Run,Female,37-41,37,41,1452.0,35
Run,Male,42-46,42,46,1401.0,35
Run,Female,42-46,42,46,1471.0,35
Run,Male,47-51,47,51,1424.0,35
Run,Female,47-51,47,51,1489.0,35
Run,Male,52-56,52,56,1449.0,35
Run,Female,52-56,52,56,1513.0,35
Run,Male,57-61,57,61,1465.0,35
Run,Female,57-61,57,61,1537.0,35
Run,Male,Over 62,62,100,1465.0,35
Run,Female,Over 62,62,100,1549.0,35
Run,Male,17-21,17,21,1371.0,34
Run,Female,17-21,17,21,1453.0,34
Run,Male,22-26,22,26,1371.0,34
Run,Female,22-26,22,26,1446.0,34
Run,Male,27-31,27,31,1371.0,34
Run,Female,27-31,27,31,1444.0,34
Run,Male,32-36,32,36,1371.0,34
Run,Female,32-36,32,36,1450.0,34
Run,Male,37-41,37,41,1382.0,34
Run,Female,37-41,37,41,1454.0,34
Run,Male,42-46,42,46,1403.0,34
Run,Female,42-46,42,46,1473.0,34
Run,Male,47-51,47,51,1426.0,34
Run,Female,47-51,47,51,1491.0,34
Run,Male,52-56,52,56,1451.0,34
Run,Female,52-56,52,56,1515.0,34
Run,Male,57-61,57,61,1467.0,34
Run,Female,57-61,57,61,1539.0,34
Run,Male,Over 62,62,100,1467.0,34
Run,Female,Over 62,62,100,1551.0,34
Run,Male,17-21,17,21,1373.0,33
Run,Female,17-21,17,21,1455.0,33
Run,Male,22-26,22,26,1373.0,33
Run,Female,22-26,22,26,1448.0,33
Run,Male,27-31,27,31,1373.0,33
Run,Female,27-31,27,31,1446.0,33
Run,Male,32-36,32,36,1373.0,33
Run,Female,32-36,32,36,1452.0,33
Run,Male,37-41,37,41,1384.0,33
Run,Female,37-41,37,41,1456.0,33
Run,Male,42-46,42,46,1405.0,33
Run,Female,42-46,42,46,1475.0,33
Run,Male,47-51,47,51,1428.0,33
Run,Female,47-51,47,51,1493.0,33
Run,Male,52-56,52,56,1453.0,33
Run,Female,52-56,52,56,1517.0,33
Run,Male,57-61,57,61,1469.0,33
Run,Female,57-61,57,61,1541.0,33
Run,Male,Over 62,62,100,1469.0,33
Run,Female,Over 62,62,100,1553.0,33
Run,Male,17-21,17,21,1375.0,32
Run,Female,17-21,17,21,1457.0,32
Run,Male,22-26,22,26,1375.0,32
Run,Female,22-26,22,26,1450.0,32
Run,Male,27-31,27,31,1375.0,32
Run,Female,27-31,27,31,1448.0,32
Run,Male,32-36,32,36,1375.0,32
Run,Female,32-36,32,36,1454.0,32
Run,Male,37-41,37,41,1386.0,32
Run,Female,37-41,37,41,1458.0,32
Run,Male,42-46,42,46,1407.0,32
Run,Female,42-46,42,46,1477.0,32
Run,Male,47-51,47,51,1430.0,32
Run,Female,47-51,47,51,1495.0,32
Run,Male,52-56,52,56,1455.0,32
Run,Female,52-56,52,56,1519.0,32
Run,Male,57-61,57,61,1471.0,32
Run,Female,57-61,57,61,1543.0,32
Run,Male,Over 62,62,100,1471.0,32
Run,Female,Over 62,62,100,1555.0,32
Run,Male,17-21,17,21,1377.0,31
Run,Female,17-21,17,21,1459.0,31
Run,Male,22-26,22,26,1377.0,31
Run,Female,22-26,22,26,1452.0,31
Run,Male,27-31,27,31,1377.0,31
Run,Female,27-31,27,31,1450.0,31
Run,Male,32-36,32,36,1377.0,31
Run,Female,32-36,32,36,1456.0,31
Run,Male,37-41,37,41,1388.0,31
Run,Female,37-41,37,41,1460.0,31
Run,Male,42-46,42,46,1409.0,31
Run,Female,42-46,42,46,1479.0,31
Run,Male,47-51,47,51,1432.0,31
Run,Female,47-51,47,51,1497.0,31
Run,Male,52-56,52,56,1457.0,31
Run,Female,52-56,52,56,1521.0,31
Run,Male,57-61,57,61,1473.0,31
Run,Female,57-61,57,61,1545.0,31
Run,Male,Over 62,62,100,1473.0,31
Run,Female,Over 62,62,100,1557.0,31
Run,Male,17-21,17,21,1379.0,30
Run,Female,17-21,17,21,1461.0,30
Run,Male,22-26,22,26,1379.0,30
Run,Female,22-26,22,26,1454.0,30
Run,Male,27-31,27,31,1379.0,30
Run,Female,27-31,27,31,1452.0,30
Run,Male,32-36,32,36,1379.0,30
Run,Female,32-36,32,36,1458.0,30
Run,Male,37-41,37,41,1390.0,30
Run,Female,37-41,37,41,1462.0,30
Run,Male,42-46,42,46,1411.0,30
Run,Female,42-46,42,46,1481.0,30
Run,Male,47-51,47,51,1434.0,30
Run,Female,47-51,47,51,1499.0,30
Run,Male,52-56,52,56,1459.0,30
Run,Female,52-56,52,56,1523.0,30
Run,Male,57-61,57,61,1475.0,30
Run,Female,57-61,57,61,1547.0,30
Run,Male,Over 62,62,100,1475.0,30
Run,Female,Over 62,62,100,1559.0,30
Run,Male,17-21,17,21,1382.0,29
Run,Female,17-21,17,21,1464.0,29
Run,Male,22-26,22,26,1382.0,29
Run,Female,22-26,22,26,1457.0,29
Run,Male,27-31,27,31,1382.0,29
Run,Female,27-31,27,31,1455.0,29
Run,Male,32-36,32,36,1382.0,29
Run,Female,32-36,32,36,1461.0,29
Run,Male,37-41,37,41,1393.0,29
Run,Female,37-41,37,41,1465.0,29
Run,Male,42-46,42,46,1414.0,29
Run,Female,42-46,42,46,1484.0,29
Run,Male,47-51,47,51,1437.0,29
Run,Female,47-51,47,51,1502.0,29
Run,Male,52-56,52,56,1462.0,29
Run,Female,52-56,52,56,1526.0,29
Run,Male,57-61,57,61,1478.0,29
Run,Female,57-61,57,61,1550.0,29
Run,Male,Over 62,62,100,1478.0,29
Run,Female,Over 62,62,100,1562.0,29
Run,Male,17-21,17,21,1384.0,28
Run,Female,17-21,17,21,1466.0,28
Run,Male,22-26,22,26,1384.0,28
Run,Female,22-26,22,26,1459.0,28
Run,Male,27-31,27,31,1384.0,28
Run,Female,27-31,27,31,1457.0,28
Run,Male,32-36,32,36,1384.0,28
Run,Female,32-36,32,36,1463.0,28
Run,Male,37-41,37,41,1395.0,28
Run,Female,37-41,37,41,1467.0,28
Run,Male,42-46,42,46,1416.0,28
Run,Female,42-46,42,46,1486.0,28
Run,Male,47-51,47,51,1439.0,28
Run,Female,47-51,47,51,1504.0,28
Run,Male,52-56,52,56,1464.0,28
Run,Female,52-56,52,56,1528.0,28
Run,Male,57-61,57,61,1480.0,28
Run,Female,57-61,57,61,1552.0,28
Run,Male,Over 62,62,100,1480.0,28
Run,Female,Over 62,62,100,1564.0,28
Run,Male,17-21,17,21,1386.0,27
Run,Female,17-21,17,21,1468.0,27
Run,Male,22-26,22,26,1386.0,27
Run,Female,22-26,22,26,1461.0,27
Run,Male,27-31,27,31,1386.0,27
Run,Female,27-31,27,31,1459.0,27
Run,Male,32-36,32,36,1386.0,27
Run,Female,32-36,32,36,1465.0,27
Run,Male,37-41,37,41,1397.0,27
Run,Female,37-41,37,41,1469.0,27
Run,Male,42-46,42,46,1418.0,27
Run,Female,42-46,42,46,1488.0,27
Run,Male,47-51,47,51,1441.0,27
Run,Female,47-51,47,51,1506.0,27
Run,Male,52-56,52,56,1466.0,27
Run,Female,52-56,52,56,1530.0,27
Run,Male,57-61,57,61,1482.0,27
Run,Female,57-61,57,61,1554.0,27
Run,Male,Over 62,62,100,1482.0,27
Run,Female,Over 62,62,100,1566.0,27
Run,Male,17-21,17,21,1388.0,26
Run,Female,17-21,17,21,1470.0,26
Run,Male,22-26,22,26,1388.0,26
Run,Female,22-26,22,26,1463.0,26
Run,Male,27-31,27,31,1388.0,26
Run,Female,27-31,27,31,1461.0,26
Run,Male,32-36,32,36,1388.0,26
Run,Female,32-36,32,36,1467.0,26
Run,Male,37-41,37,41,1399.0,26
Run,Female,37-41,37,41,1471.0,26
Run,Male,42-46,42,46,1420.0,26
Run,Female,42-46,42,46,1490.0,26
Run,Male,47-51,47,51,1443.0,26
Run,Female,47-51,47,51,1508.0,26
Run,Male,52-56,52,56,1468.0,26
Run,Female,52-56,52,56,1532.0,26
Run,Male,57-61,57,61,1484.0,26
Run,Female,57-61,57,61,1556.0,26
Run,Male,Over 62,62,100,1484.0,26
Run,Female,Over 62,62,100,1568.0,26
Run,Male,17-21,17,21,1390.0,25
Run,Female,17-21,17,21,1472.0,25
Run,Male,22-26,22,26,1390.0,25
Run,Female,22-26,22,26,1465.0,25
Run,Male,27-31,27,31,1390.0,25
Run,Female,27-31,27,31,1463.0,25
Run,Male,32-36,32,36,1390.0,25
Run,Female,32-36,32,36,1469.0,25
Run,Male,37-41,37,41,1401.0,25
Run,Female,37-41,37,41,1473.0,25
Run,Male,42-46,42,46,1422.0,25
Run,Female,42-46,42,46,1492.0,25
Run,Male,47-51,47,51,1445.0,25
Run,Female,47-51,47,51,1510.0,25
Run,Male,52-56,52,56,1470.0,25
Run,Female,52-56,52,56,1534.0,25
Run,Male,57-61,57,61,1486.0,25
Run,Female,57-61,57,61,1558.0,25
Run,Male,Over 62,62,100,1486.0,25
Run,Female,Over 62,62,100,1570.0,25
Run,Male,17-21,17,21,1392.0,24
Run,Female,17-21,17,21,1474.0,24
Run,Male,22-26,22,26,1392.0,24
Run,Female,22-26,22,26,1467.0,24
Run,Male,27-31,27,31,1392.0,24
Run,Female,27-31,27,31,1465.0,24
Run,Male,32-36,32,36,1392.0,24
Run,Female,32-36,32,36,1471.0,24
Run,Male,37-41,37,41,1403.0,24
Run,Female,37-41,37,41,1475.0,24
Run,Male,42-46,42,46,1424.0,24
Run,Female,42-46,42,46,1494.0,24
Run,Male,47-51,47,51,1447.0,24
Run,Female,47-51,47,51,1512.0,24
Run,Male,52-56,52,56,1472.0,24
Run,Female,52-56,52,56,1536.0,24
Run,Male,57-61,57,61,1488.0,24
Run,Female,57-61,57,61,1560.0,24
Run,Male,Over 62,62,100,1488.0,24
Run,Female,Over 62,62,100,1572.0,24
Run,Male,17-21,17,21,1394.0,23
Run,Female,17-21,17,21,1476.0,23
Run,Male,22-26,22,26,1394.0,23
Run,Female,22-26,22,26,1469.0,23
Run,Male,27-31,27,31,1394.0,23
Run,Female,27-31,27,31,1467.0,23
Run,Male,32-36,32,36,1394.0,23
Run,Female,32-36,32,36,1473.0,23
Run,Male,37-41,37,41,1405.0,23
Run,Female,37-41,37,41,1477.0,23
Run,Male,42-46,42,46,1426.0,23
Run,Female,42-46,42,46,1496.0,23
Run,Male,47-51,47,51,1449.0,23
Run,Female,47-51,47,51,1514.0,23
Run,Male,52-56,52,56,1474.0,23
Run,Female,52-56,52,56,1538.0,23
Run,Male,57-61,57,61,1490.0,23
Run,Female,57-61,57,61,1562.0,23
Run,Male,Over 62,62,100,1490.0,23
Run,Female,Over 62,62,100,1574.0,23
Run,Male,17-21,17,21,1396.0,22
Run,Female,17-21,17,21,1478.0,22
Run,Male,22-26,22,26,1396.0,22
Run,Female,22-26,22,26,1471.0,22
Run,Male,27-31,27,31,1396.0,22
Run,Female,27-31,27,31,1469.0,22
Run,Male,32-36,32,36,1396.0,22
Run,Female,32-36,32,36,1475.0,22
Run,Male,37-41,37,41,1407.0,22
Run,Female,37-41,37,41,1479.0,22
Run,Male,42-46,42,46,1428.0,22
Run,Female,42-46,42,46,1498.0,22
Run,Male,47-51,47,51,1451.0,22
Run,Female,47-51,47,51,1516.0,22
Run,Male,52-56,52,56,1476.0,22
Run,Female,52-56,52,56,1540.0,22
Run,Male,57-61,57,61,1492.0,22
Run,Female,57-61,57,61,1564.0,22
Run,Male,Over 62,62,100,1492.0,22
Run,Female,Over 62,62,100,1576.0,22
Run,Male,17-21,17,21,1398.0,21
Run,Female,17-21,17,21,1480.0,21
Run,Male,22-26,22,26,1398.0,21
Run,Female,22-26,22,26,1473.0,21
Run,Male,27-31,27,31,1398.0,21
Run,Female,27-31,27,31,1471.0,21
Run,Male,32-36,32,36,1398.0,21
Run,Female,32-36,32,36,1477.0,21
Run,Male,37-41,37,41,1409.0,21
Run,Female,37-41,37,41,1481.0,21
Run,Male,42-46,42,46,1430.0,21
Run,Female,42-46,42,46,1500.0,21
Run,Male,47-51,47,51,1453.0,21
Run,Female,47-51,47,51,1518.0,21
Run,Male,52-56,52,56,1478.0,21
Run,Female,52-56,52,56,1542.0,21
Run,Male,57-61,57,61,1494.0,21
Run,Female,57-61,57,61,1566.0,21
Run,Male,Over 62,62,100,1494.0,21
Run,Female,Over 62,62,100,1578.0,21
Run,Male,17-21,17,21,1400.0,20
Run,Female,17-21,17,21,1482.0,20
Run,Male,22-26,22,26,1400.0,20
Run,Female,22-26,22,26,1475.0,20
Run,Male,27-31,27,31,1400.0,20
Run,Female,27-31,27,31,1473.0,20
Run,Male,32-36,32,36,1400.0,20
Run,Female,32-36,32,36,1479.0,20
Run,Male,37-41,37,41,1411.0,20
Run,Female,37-41,37,41,1483.0,20
Run,Male,42-46,42,46,1432.0,20
Run,Female,42-46,42,46,1502.0,20
Run,Male,47-51,47,51,1455.0,20
Run,Female,47-51,47,51,1520.0,20
Run,Male,52-56,52,56,1480.0,20
Run,Female,52-56,52,56,1544.0,20
Run,Male,57-61,57,61,1496.0,20
Run,Female,57-61,57,61,1568.0,20
Run,Male,Over 62,62,100,1496.0,20
Run,Female,Over 62,62,100,1580.0,20
Run,Male,17-21,17,21,1402.0,19
Run,Female,17-21,17,21,1484.0,19
Run,Male,22-26,22,26,1402.0,19
Run,Female,22-26,22,26,1477.0,19
Run,Male,27-31,27,31,1402.0,19
Run,Female,27-31,27,31,1475.0,19
Run,Male,32-36,32,36,1402.0,19
Run,Female,32-36,32,36,1481.0,19
Run,Male,37-41,37,41,1413.0,19
Run,Female,37-41,37,41,1485.0,19
Run,Male,42-46,42,46,1434.0,19
Run,Female,42-46,42,46,1504.0,19
Run,Male,47-51,47,51,1457.0,19
Run,Female,47-51,47,51,1522.0,19
Run,Male,52-56,52,56,1482.0,19
Run,Female,52-56,52,56,1546.0,19
Run,Male,57-61,57,61,1498.0,19
Run,Female,57-61,57,61,1570.0,19
Run,Male,Over 62,62,100,1498.0,19
Run,Female,Over 62,62,100,1582.0,19
Run,Male,17-21,17,21,1404.0,18
Run,Female,17-21,17,21,1486.0,18
Run,Male,22-26,22,26,1404.0,18
Run,Female,22-26,22,26,1479.0,18
Run,Male,27-31,27,31,1404.0,18
Run,Female,27-31,27,31,1477.0,18
Run,Male,32-36,32,36,1404.0,18
Run,Female,32-36,32,36,1483.0,18
Run,Male,37-41,37,41,1415.0,18
Run,Female,37-41,37,41,1487.0,18
Run,Male,42-46,42,46,1436.0,18
Run,Female,42-46,42,46,1506.0,18
Run,Male,47-51,47,51,1459.0,18
Run,Female,47-51,47,51,1524.0,18
Run,Male,52-56,52,56,1484.0,18
Run,Female,52-56,52,56,1548.0,18
Run,Male,57-61,57,61,1500.0,18
Run,Female,57-61,57,61,1572.0,18
Run,Male,Over 62,62,100,1500.0,18
Run,Female,Over 62,62,100,1584.0,18
Run,Male,17-21,17,21,1406.0,17
Run,Female,17-21,17,21,1488.0,17
Run,Male,22-26,22,26,1406.0,17
Run,Female,22-26,22,26,1481.0,17
Run,Male,27-31,27,31,1406.0,17
Run,Female,27-31,27,31,1479.0,17
Run,Male,32-36,32,36,1406.0,17
Run,Female,32-36,32,36,1485.0,17
Run,Male,37-41,37,41,1417.0,17
Run,Female,37-41,37,41,1489.0,17
Run,Male,42-46,42,46,1438.0,17
Run,Female,42-46,42,46,1508.0,17
Run,Male,47-51,47,51,1461.0,17
Run,Female,47-51,47,51,1526.0,17
Run,Male,52-56,52,56,1486.0,17
Run,Female,52-56,52,56,1550.0,17
Run,Male,57-61,57,61,1502.0,17
Run,Female,57-61,57,61,1574.0,17
Run,Male,Over 62,62,100,1502.0,17
Run,Female,Over 62,62,100,1586.0,17
Run,Male,17-21,17,21,1408.0,16
Run,Female,17-21,17,21,1490.0,16
Run,Male,22-26,22,26,1408.0,16
Run,Female,22-26,22,26,1483.0,16
Run,Male,27-31,27,31,1408.0,16
Run,Female,27-31,27,31,1481.0,16
Run,Male,32-36,32,36,1408.0,16
Run,Female,32-36,32,36,1487.0,16
Run,Male,37-41,37,41,1419.0,16
Run,Female,37-41,37,41,1491.0,16
Run,Male,42-46,42,46,1440.0,16
Run,Female,42-46,42,46,1510.0,16
Run,Male,47-51,47,51,1463.0,16
Run,Female,47-51,47,51,1528.0,16
Run,Male,52-56,52,56,1488.0,16
Run,Female,52-56,52,56,1552.0,16
Run,Male,57-61,57,61,1504.0,16
Run,Female,57-61,57,61,1576.0,16
Run,Male,Over 62,62,100,1504.0,16
Run,Female,Over 62,62,100,1588.0,16
Run,Male,17-21,17,21,1410.0,15
Run,Female,17-21,17,21,1492.0,15
Run,Male,22-26,22,26,1410.0,15
Run,Female,22-26,22,26,1485.0,15
Run,Male,27-31,27,31,1410.0,15
Run,Female,27-31,27,31,1483.0,15
Run,Male,32-36,32,36,1410.0,15
Run,Female,32-36,32,36,1489.0,15
Run,Male,37-41,37,41,1421.0,15
Run,Female,37-41,37,41,1493.0,15
Run,Male,42-46,42,46,1442.0,15
Run,Female,42-46,42,46,1512.0,15
Run,Male,47-51,47,51,1465.0,15
Run,Female,47-51,47,51,1530.0,15
Run,Male,52-56,52,56,1490.0,15
Run,Female,52-56,52,56,1554.0,15
Run,Male,57-61,57,61,1506.0,15
Run,Female,57-61,57,61,1578.0,15
Run,Male,Over 62,62,100,1506.0,15
Run,Female,Over 62,62,100,1590.0,15
Run,Male,17-21,17,21,1412.0,14
Run,Female,17-21,17,21,1494.0,14
Run,Male,22-26,22,26,1412.0,14
Run,Female,22-26,22,26,1487.0,14
Run,Male,27-31,27,31,1412.0,14
Run,Female,27-31,27,31,1485.0,14
Run,Male,32-36,32,36,1412.0,14
Run,Female,32-36,32,36,1491.0,14
Run,Male,37-41,37,41,1423.0,14
Run,Female,37-41,37,41,1495.0,14
Run,Male,42-46,42,46,1444.0,14
Run,Female,42-46,42,46,1514.0,14
Run,Male,47-51,47,51,1467.0,14
Run,Female,47-51,47,51,1532.0,14
Run,Male,52-56,52,56,1492.0,14
Run,Female,52-56,52,56,1556.0,14
Run,Male,57-61,57,61,1508.0,14
Run,Female,57-61,57,61,1580.0,14
Run,Male,Over 62,62,100,1508.0,14
Run,Female,Over 62,62,100,1592.0,14
Run,Male,17-21,17,21,1414.0,13
Run,Female,17-21,17,21,1496.0,13
Run,Male,22-26,22,26,1414.0,13
Run,Female,22-26,22,26,1489.0,13
Run,Male,27-31,27,31,1414.0,13
Run,Female,27-31,27,31,1487.0,13
Run,Male,32-36,32,36,1414.0,13
Run,Female,32-36,32,36,1493.0,13
Run,Male,37-41,37,41,1425.0,13
Run,Female,37-41,37,41,1497.0,13
Run,Male,42-46,42,46,1446.0,13
Run,Female,42-46,42,46,1516.0,13
Run,Male,47-51,47,51,1469.0,13
Run,Female,47-51,47,51,1534.0,13
Run,Male,52-56,52,56,1494.0,13
Run,Female,52-56,52,56,1558.0,13
Run,Male,57-61,57,61,1510.0,13
Run,Female,57-61,57,61,1582.0,13
Run,Male,Over 62,62,100,1510.0,13
Run,Female,Over 62,62,100,1594.0,13
Run,Male,17-21,17,21,1416.0,12
Run,Female,17-21,17,21,1498.0,12
Run,Male,22-26,22,26,1416.0,12
